Species_Name,# papers PCR pos,# papers PCR neg (whether seropos or seroneg),# papers isolated,tiplabel,gen,fam,Notes regarding IUCN status,ord,clade,higher,MSW3_sciName_matched,genes,extinct.,samp,PC,,Rodents,superres,Flag,Zdiv,MSW05_Order,MSW05_Genus,MSW05_Species,X1.1_ActivityCycle,X5.1_AdultBodyMass_g,X13.1_AdultHeadBodyLen_mm,X2.1_AgeatEyeOpening_d,X3.1_AgeatFirstBirth_d,X18.1_BasalMetRate_mLO2hr,X5.2_BasalMetRateMass_g,X6.1_DietBreadth,X7.1_DispersalAge_d,X9.1_GestationLen_d,X12.1_HabitatBreadth,X22.1_HomeRange_km2,X22.2_HomeRange_Indiv_km2,X14.1_InterbirthInterval_d,X15.1_LitterSize,X16.1_LittersPerYear,X17.1_MaxLongevity_m,X13.2_NeonateHeadBodyLen_mm,X21.1_PopulationDensity_n.km2,X10.1_PopulationGrpSize,X23.1_SexualMaturityAge_d,X10.2_SocialGrpSize,X24.1_TeatNumber,X12.2_Terrestriality,X6.2_TrophicLevel,X25.1_WeaningAge_d,X5.4_WeaningBodyMass_g,X13.3_WeaningHeadBodyLen_mm,References,X5.5_AdultBodyMass_g_EXT,X16.2_LittersPerYear_EXT,X5.6_NeonateBodyMass_g_EXT,X5.7_WeaningBodyMass_g_EXT,X26.1_GR_Area_km2,X26.2_GR_MaxLat_dd,X26.3_GR_MinLat_dd,X26.4_GR_MidRangeLat_dd,X26.5_GR_MaxLong_dd,X26.6_GR_MinLong_dd,X26.7_GR_MidRangeLong_dd,X27.1_HuPopDen_Min_n.km2,X27.2_HuPopDen_Mean_n.km2,X27.3_HuPopDen_5p_n.km2,X27.4_HuPopDen_Change,X28.1_Precip_Mean_mm,X28.2_Temp_Mean_01degC,X30.1_AET_Mean_mm,X30.2_PET_Mean_mm,WOS_HITS,Production,postnatGR,RelAgeSexMat,RelAgeBirth,logNeoBM,Abrocomidae,Anomaluridae,Aplodontiidae,Bathyergidae,Calomyscidae,Capromyidae,Castoridae,Caviidae,Chinchillidae,Cricetidae,Ctenodactylidae,Ctenomyidae,Cuniculidae,Dasyproctidae,Dinomyidae,Dipodidae,Echimyidae,Erethizontidae,Geomyidae,Gliridae,Heptaxodontidae,Heteromyidae,Hystricidae,Muridae,Myocastoridae,Nesomyidae,Octodontidae,Pedetidae,Petromuridae,Platacanthomyidae,Sciuridae,Spalacidae,Thryonomyidae,MammRich,SpeciesDensity
Handleyomys_melanotis,,1,,Handleyomys_melanotis_CRICETIDAE_RODENTIA,Handleyomys,CRICETIDAE,aka Oryzomys melanotis,RODENTIA,Mouse-related,Euarchontoglires,NA,3,0,sampled,PC12_Cricetidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Handleyomys_rhabdops,,,,Handleyomys_rhabdops_CRICETIDAE_RODENTIA,Handleyomys,CRICETIDAE,aka Oryzomys rhabdops,RODENTIA,Mouse-related,Euarchontoglires,NA,0,0,imputed,PC12_Cricetidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Handleyomys_rostratus,,,,Handleyomys_rostratus_CRICETIDAE_RODENTIA,Handleyomys,CRICETIDAE,aka Oryzomys rostratus,RODENTIA,Mouse-related,Euarchontoglires,NA,2,0,sampled,PC12_Cricetidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Handleyomys_saturatior,,,,Handleyomys_saturatior_CRICETIDAE_RODENTIA,Handleyomys,CRICETIDAE,aka Oryzomys saturatior,RODENTIA,Mouse-related,Euarchontoglires,NA,2,0,sampled,PC12_Cricetidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hodomys_alleni,,2,,Hodomys_alleni_CRICETIDAE_RODENTIA,Hodomys,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Hodomys_alleni,4,0,sampled,PC12_Cricetidae,794,Hodomys_alleni,0,0,0,Rodentia,Hodomys,alleni,NA,5.906968187,223.16,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1.39,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1088;1297;2655,NA,NA,NA,NA,12.2800067,23.2,16.68,19.94,-96.67,-106.26,-101.46,4,4.67739782,9,0.07,93.64,202.52,864.26,1531.5,0.693147181,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,-2.962071286
Holochilus_brasiliensis,,3,,Holochilus_brasiliensis_CRICETIDAE_RODENTIA,Holochilus,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Holochilus_brasiliensis,4,0,sampled,PC12_Cricetidae,795,Holochilus_brasiliensis,0,0,0,Rodentia,Holochilus,brasiliensis,NA,5.043425117,NA,NA,NA,NA,NA,1,NA,3.346389145,3,NA,NA,NA,3.88,NA,NA,NA,NA,NA,4.495690085,1,NA,1,1,21,NA,NA,890;905;1297;2655,NA,NA,NA,NA,14.29704509,-18.53,-39.01,-28.77,-47.54,-66.87,-57.21,0,3.537765824,0,0.07,104.55,190.26,1063,1213.11,3.63758616,NA,NA,NA,NA,0.698100546,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399,-3.608154896
Holochilus_chacarius,,1,,Holochilus_chacarius_CRICETIDAE_RODENTIA,Holochilus,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Holochilus_chacarius,3,0,sampled,PC12_Cricetidae,796,Holochilus_chacarius,0,0,0,Rodentia,Holochilus,chacarius,2,5.318119994,NA,NA,NA,NA,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,1,NA,NA,NA,890;905;2655,NA,NA,NA,NA,12.68659451,-19.92,-31.56,-25.74,-53.51,-62.09,-57.8,0,2.611539301,0,0.08,90.07,223.27,1064.11,1192.19,2.079441542,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,-3.177279532
Holochilus_lagigliai,,,,Holochilus_lagigliai_CRICETIDAE_RODENTIA,Holochilus,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,NA,0,0,imputed,PC12_Cricetidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Holochilus_sciureus,1,1,,Holochilus_sciureus_CRICETIDAE_RODENTIA,Holochilus,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Holochilus_sciureus,6,0,sampled,PC12_Cricetidae,797,Holochilus_sciureus,0,0,0,Rodentia,Holochilus,sciureus,2,4.790985632,NA,NA,NA,NA,NA,3,NA,NA,2,NA,NA,NA,3.12,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,905;1297;1849;2151;2655,NA,NA,NA,NA,15.7118549,10.92,-22.05,-5.56,-37.75,-77.93,-57.84,0,2.271094426,0,0.12,170.86,251.31,1401.92,1595.89,1.609437912,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,687,-3.986615148
Hylaeamys_acritus,,,,Hylaeamys_acritus_CRICETIDAE_RODENTIA,Hylaeamys,CRICETIDAE,used to be O. acritus,RODENTIA,Mouse-related,Euarchontoglires,NA,1,0,sampled,PC12_Cricetidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hylaeamys_laticeps,,,,Hylaeamys_laticeps_CRICETIDAE_RODENTIA,Hylaeamys,CRICETIDAE,used to be Oryzomys laticeps,RODENTIA,Mouse-related,Euarchontoglires,NA,2,0,sampled,PC12_Cricetidae,1428,Oryzomys_laticeps,0,0,0,Rodentia,Oryzomys,laticeps,NA,3.89406268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.176996831,NA,NA,NA,NA,NA,NA,NA,NA,NA,730;2655,NA,NA,NA,NA,12.6550287,-3.7,-13.55,-8.62,-34.79,-40.81,-37.8,7,4.878930803,14.5,0.07,98.67,242.29,996.27,1473.07,2.197224577,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
Hylaeamys_megacephalus,,4,,Hylaeamys_megacephalus_CRICETIDAE_RODENTIA,Hylaeamys,CRICETIDAE,used to be O. megacephalus,RODENTIA,Mouse-related,Euarchontoglires,NA,4,0,sampled,PC12_Cricetidae,1434,Oryzomys_megacephalus,0,1,1,Rodentia,Oryzomys,megacephalus,1,4.043051268,122.13,NA,NA,NA,NA,4,NA,3.306153833,1,0.00604,-5.172566161,NA,3.72,6.06,45,NA,5.768320996,NA,3.986202404,1,NA,1,2,NA,NA,NA,730;905;921;979;1297;1573;1876;2151;2159;2655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.564949357,NA,NA,0.039888889,NA,0.584331224,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
Hylaeamys_oniscus,,,,Hylaeamys_oniscus_CRICETIDAE_RODENTIA,Hylaeamys,CRICETIDAE,used to be O. oniscus,RODENTIA,Mouse-related,Euarchontoglires,NA,0,0,imputed,PC12_Cricetidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hylaeamys_perenensis,,,,Hylaeamys_perenensis_CRICETIDAE_RODENTIA,Hylaeamys,CRICETIDAE,used to be O. perenensis,RODENTIA,Mouse-related,Euarchontoglires,NA,2,0,sampled,PC12_Cricetidae,1440,Oryzomys_perenensis,0,0,0,Rodentia,Oryzomys,perenensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.386294361,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
Hylaeamys_tatei,,,,Hylaeamys_tatei_CRICETIDAE_RODENTIA,Hylaeamys,CRICETIDAE,used to be O. tatei,RODENTIA,Mouse-related,Euarchontoglires,NA,0,0,imputed,PC12_Cricetidae,1450,Oryzomys_tatei,0,0,0,Rodentia,Oryzomys,tatei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
Hylaeamys_yunganus,,2,,Hylaeamys_yunganus_CRICETIDAE_RODENTIA,Hylaeamys,CRICETIDAE,used to be O. yunganus,RODENTIA,Mouse-related,Euarchontoglires,NA,3,0,sampled,PC12_Cricetidae,1452,Oryzomys_yunganus,0,0,0,Rodentia,Oryzomys,yunganus,NA,4.102643365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2655,NA,NA,NA,NA,15.48946042,8.27,-18.18,-4.95,-50.55,-79.36,-64.95,0,1.54329811,0,0.14,176.09,246.8,1418.45,1574.34,2.197224577,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
Ichthyomys_hydrobates,,,,Ichthyomys_hydrobates_CRICETIDAE_RODENTIA,Ichthyomys,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Ichthyomys_hydrobates,0,0,imputed,PC12_Cricetidae,844,Ichthyomys_hydrobates,0,0,0,Rodentia,Ichthyomys,hydrobates,NA,4.195546443,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,2151;2655,NA,NA,NA,NA,11.37281511,9.97,-1.16,4.4,-69.16,-78.54,-73.85,3,4.440295543,5,0.09,112.61,185.32,1362.76,1531.47,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,-2.375669759
Ichthyomys_pittieri,,,,Ichthyomys_pittieri_CRICETIDAE_RODENTIA,Ichthyomys,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Ichthyomys_pittieri,0,0,imputed,PC12_Cricetidae,845,Ichthyomys_pittieri,0,0,0,Rodentia,Ichthyomys,pittieri,1,4.235554731,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,905;2151;2655,NA,NA,NA,NA,9.22693,10.62,9.74,10.18,-66.17,-68.79,-67.48,45,6.036366208,45,0.12,105.63,243.62,1284.36,1715.13,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,-1.744753694
Ichthyomys_stolzmanni,,,,Ichthyomys_stolzmanni_CRICETIDAE_RODENTIA,Ichthyomys,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Ichthyomys_stolzmanni,0,0,imputed,PC12_Cricetidae,846,Ichthyomys_stolzmanni,0,0,0,Rodentia,Ichthyomys,stolzmanni,1,4.439115602,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,905;2151;2655,NA,NA,NA,NA,10.63876731,-4.1,-9.81,-6.96,-76.62,-80.14,-78.38,14,3.797733859,18,0.07,43.57,161.32,516.72,1313.16,0.693147181,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,-2.24560959
Ichthyomys_tweedii,,,,Ichthyomys_tweedii_CRICETIDAE_RODENTIA,Ichthyomys,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Ichthyomys_tweedii,0,0,imputed,PC12_Cricetidae,847,Ichthyomys_tweedii,0,0,0,Rodentia,Ichthyomys,tweedii,1,4.774912961,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,1.94,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,905;1297;2151;2655,NA,NA,NA,NA,9.840283607,8.92,-0.52,4.19,-78.26,-80.21,-79.23,9,4.102147374,9,0.12,150.14,256,1356.07,1521.66,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,-1.882645764
Irenomys_tarsalis,,1,,Irenomys_tarsalis_CRICETIDAE_RODENTIA,Irenomys,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Irenomys_tarsalis,5,0,sampled,PC12_Cricetidae,852,Irenomys_tarsalis,0,0,0,Rodentia,Irenomys,tarsalis,1,3.764682418,114.65,NA,NA,NA,NA,7,NA,NA,2,NA,NA,NA,3.85,NA,NA,NA,5.662508989,NA,NA,NA,NA,2,2,NA,NA,NA,730;890;1297;1572;2008;2242;2655,NA,NA,NA,NA,11.90785844,-36.83,-46.43,-41.63,-70.78,-74.67,-72.73,0,2.52332576,0,0.05,134.88,68.7,596.11,794.84,1.945910149,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,-3.365337237
Isthmomys_flavidus,,,,Isthmomys_flavidus_CRICETIDAE_RODENTIA,Isthmomys,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Isthmomys_flavidus,0,0,imputed,PC12_Cricetidae,859,Isthmomys_flavidus,0,0,0,Rodentia,Isthmomys,flavidus,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,890;905,NA,NA,NA,NA,8.781426477,9.03,7.38,8.21,-80.33,-82.55,-81.44,7,3.2429829,7,0.02,231.2,264.08,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,-1.551273973
Isthmomys_pirrensis,,,,Isthmomys_pirrensis_CRICETIDAE_RODENTIA,Isthmomys,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Isthmomys_pirrensis,4,0,sampled,PC12_Cricetidae,860,Isthmomys_pirrensis,0,0,0,Rodentia,Isthmomys,pirrensis,NA,4.925150025,NA,NA,NA,121.35,137.9,3,NA,NA,1,NA,NA,NA,2.43,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,905;1297;1822;2655,NA,NA,NA,NA,9.935581004,8.68,7.03,7.86,-76.83,-78.44,-77.64,2,2.416806237,2,0.08,216.88,251.91,1549.45,1682.03,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,-2.029410695
Juliomys_ossitenuis,,,,Juliomys_ossitenuis_CRICETIDAE_RODENTIA,Juliomys,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,NA,1,0,sampled,PC12_Cricetidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juliomys_pictipes,,,,Juliomys_pictipes_CRICETIDAE_RODENTIA,Juliomys,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Juliomys_pictipes,4,0,sampled,PC12_Cricetidae,864,Juliomys_pictipes,0,0,0,Rodentia,Juliomys,pictipes,NA,3.131136911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2655,NA,NA,NA,NA,11.41401212,-20.65,-27.62,-24.14,-46.6,-55.18,-50.89,13,4.534318445,22,0.09,135.72,206.61,1219.6,1324.91,1.386294361,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,-2.560843134
Juliomys_rimofrons,,,,Juliomys_rimofrons_CRICETIDAE_RODENTIA,Juliomys,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Juliomys_rimofrons,1,0,sampled,PC12_Cricetidae,865,Juliomys_rimofrons,0,0,0,Rodentia,Juliomys,rimofrons,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.098612289,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,NA
Juscelinomys_candango,,,,Juscelinomys_candango_CRICETIDAE_RODENTIA,Juscelinomys,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Juscelinomys_candango,0,1,imputed,PC12_Cricetidae,866,Juscelinomys_candango,0,0,0,Rodentia,Juscelinomys,candango,NA,4.577696209,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,890;2655,NA,NA,NA,NA,6.799434831,-15.6,-15.93,-15.76,-47.47,-47.79,-47.63,96,5.315666005,96,0.11,131,211,1100.5,1438,0.693147181,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
Juscelinomys_guaporensis,,,,Juscelinomys_guaporensis_CRICETIDAE_RODENTIA,Juscelinomys,CRICETIDAE,synonym for J. huanchacae,RODENTIA,Mouse-related,Euarchontoglires,Juscelinomys_guaporensis,0,0,imputed,PC12_Cricetidae,867,Juscelinomys_guaporensis,0,0,0,Rodentia,Juscelinomys,guaporensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,NA
Juscelinomys_huanchacae,,,,Juscelinomys_huanchacae_CRICETIDAE_RODENTIA,Juscelinomys,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Juscelinomys_huanchacae,2,0,sampled,PC12_Cricetidae,868,Juscelinomys_huanchacae,0,0,0,Rodentia,Juscelinomys,huanchacae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.693147181,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,NA
Kunsia_fronto,,,,Kunsia_fronto_CRICETIDAE_RODENTIA,Kunsia,CRICETIDAE,synonym for Gyldenstolpia fronto,RODENTIA,Mouse-related,Euarchontoglires,Kunsia_fronto,0,0,imputed,PC12_Cricetidae,874,Kunsia_fronto,0,0,0,Rodentia,Kunsia,fronto,NA,5.123904454,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,890;2655,NA,NA,NA,NA,10.99619712,-19.48,-27.07,-23.28,-44.19,-59.02,-51.6,7,3.819469024,7,0.05,124.77,203.04,1154.45,1313.68,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,-2.55027845
Kunsia_tomentosus,,,,Kunsia_tomentosus_CRICETIDAE_RODENTIA,Kunsia,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Kunsia_tomentosus,3,0,sampled,PC12_Cricetidae,875,Kunsia_tomentosus,0,0,0,Rodentia,Kunsia,tomentosus,NA,4.750135956,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,890;2655,NA,NA,NA,NA,12.3508692,-11.71,-16.58,-14.14,-58.77,-65.28,-62.02,0,1.184789985,0,0.27,127.07,241.93,1174.96,1475.65,1.098612289,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,-2.959080622
Lemmiscus_curtatus,,,,Lemmiscus_curtatus_CRICETIDAE_RODENTIA,Lemmiscus,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Lemmiscus_curtatus,0,0,imputed,PC12_Cricetidae,893,Lemmiscus_curtatus,0,0,0,Rodentia,Lemmiscus,curtatus,2,3.341801172,102.68,11.75,NA,50.29,30.3,4,NA,3.225255432,2,NA,NA,NA,5.11,NA,NA,27,6.379986934,NA,4.104624872,NA,4,1,1,21,NA,NA,553;730;1215;1297;1359;1822;1849;1896;1949;2655,NA,NA,NA,NA,14.32334844,52.58,35.61,44.1,-101.4,-122.37,-111.89,0,1.796747011,0,0.05,27.94,55.52,349.42,748.97,2.63905733,NA,NA,NA,NA,0.167317335,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,-3.90668397
Lemmus_amurensis,,,,Lemmus_amurensis_CRICETIDAE_RODENTIA,Lemmus,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Lemmus_amurensis,1,0,sampled,PC12_Cricetidae,894,Lemmus_amurensis,0,0,0,Rodentia,Lemmus,amurensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.99040177,67.37,48.44,57.91,158.87,111.73,135.3,0,0.936093359,0,-0.09,28.15,-108.84,283.33,331.9,1.609437912,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,-4.523477036
Lemmus_trimucronatus,,,,Lemmus_trimucronatus_CRICETIDAE_RODENTIA,Lemmus,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Lemmus_trimucronatus,2,0,sampled,PC12_Cricetidae,898,Lemmus_trimucronatus,0,0,0,Rodentia,Lemmus,trimucronatus,NA,4.245920502,NA,NA,NA,NA,NA,NA,NA,3.033509638,NA,0.00538,-4.980591173,NA,6.86,NA,NA,NA,7.487016819,NA,NA,NA,NA,NA,NA,NA,NA,NA,214;730;1849;2217,NA,NA,NA,NA,15.32964538,74.55,51.29,62.92,-61.25,-170.41,-115.83,0,0.048790164,0,0.06,26.7,-103.39,188.91,211.28,3.850147602,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,-4.578399151
